iter	Logloss
418	0.03127442968
419	0.03118767362
420	0.03109057349
421	0.03101390776
422	0.03096309528
423	0.03087061105
424	0.03083111419
425	0.03071398067
426	0.03062429931
427	0.03046990739
428	0.03036342656
429	0.03027202354
430	0.03015423281
431	0.03015164393
432	0.03007388973
433	0.02999252819
434	0.02994761628
435	0.02978346617
436	0.02970118784
437	0.02962041463
438	0.0295482482
439	0.02946546872
440	0.02933156424
441	0.02922976748
442	0.02912662053
443	0.02904779544
444	0.02893748285
445	0.02884972714
446	0.02876640705
447	0.02865440428
448	0.02851469559
449	0.02840422981
450	0.02827752459
451	0.02821635781
452	0.02819979165
453	0.02814364883
454	0.02808655928
455	0.02802610295
456	0.02792276112
457	0.02785749717
458	0.02777120723
459	0.02768155244
460	0.02760126097
461	0.02756787082
462	0.02749159251
463	0.0274215277
464	0.02735214278
465	0.02731284163
466	0.02725414294
467	0.02718233449
468	0.02710341835
469	0.02705543776
470	0.02692968254
471	0.02688069472
472	0.02680886114
473	0.02676179253
474	0.02664550782
475	0.02657376652
476	0.02656626477
477	0.02649573323
478	0.02639803639
479	0.02624169839
480	0.02618731851
481	0.02611803252
482	0.02599920636
483	0.02591316546
484	0.02582365691
485	0.02575397962
486	0.02568018983
487	0.02567301786
488	0.02552685644
489	0.02546237928
490	0.02538558081
491	0.02533119276
492	0.02526981423
493	0.0251900928
494	0.02511588872
495	0.02511589209
496	0.02506268275
497	0.02501595434
498	0.02497077622
499	0.02489616643
541818
499	0.01429269685
993
499	0.009591316632
