iter	Logloss
0	0.6507022005
1	0.6125106804
2	0.5785657616
3	0.5476031841
4	0.5196734079
5	0.4932418313
6	0.4783482473
7	0.462063852
8	0.4436728181
9	0.4261801963
10	0.4125933841
11	0.3953603612
12	0.3846573165
13	0.3727003706
14	0.3614702843
15	0.3517908179
16	0.3418301012
17	0.331718275
18	0.3216639007
19	0.3143381166
20	0.3094300087
21	0.3010088351
22	0.2950812718
23	0.28981713
24	0.2837793184
25	0.2782846335
26	0.274228603
27	0.270742281
28	0.2636662025
29	0.2594829421
30	0.2553044866
31	0.2524988358
32	0.2472014322
33	0.2434188819
34	0.2395951353
35	0.2357155583
36	0.2322255529
37	0.2283763405
38	0.2248178012
39	0.2218983917
40	0.2187372156
41	0.2169755766
42	0.2150780374
43	0.2128397675
44	0.2101875542
45	0.2075923533
46	0.2048534104
47	0.2032442089
48	0.2011553997
49	0.1987218096
50	0.196602711
51	0.1939578435
52	0.1919239511
53	0.1895085411
54	0.1876328884
55	0.185351876
56	0.1842111399
57	0.1825116714
58	0.1808764726
59	0.1787932937
60	0.1772254718
61	0.1748736634
62	0.1735977874
63	0.1721372038
64	0.1707429081
65	0.1688216331
66	0.1669350637
67	0.1656268848
68	0.1638569194
69	0.1623894841
70	0.1599804576
71	0.1586899504
72	0.157307024
73	0.1561074082
74	0.1544555739
75	0.1529265185
76	0.1519142666
77	0.1492903085
78	0.1481891564
79	0.1469119175
80	0.145297902
81	0.1444696955
82	0.1426081479
83	0.141101373
84	0.1392458874
85	0.1379779111
86	0.1369683143
87	0.1360978202
88	0.135241401
89	0.1342309807
90	0.133060511
91	0.1323490129
92	0.1316928366
93	0.1309761879
94	0.129654774
95	0.1289178781
96	0.128040851
97	0.1269501055
98	0.1260919753
99	0.1253162264
100	0.1247205564
101	0.1235604777
102	0.122480494
103	0.1211621493
104	0.120588273
105	0.1197473029
106	0.1188650794
107	0.1183354937
108	0.1175784331
109	0.1164982036
110	0.1155900871
111	0.1145624361
112	0.1137632718
113	0.1131127736
114	0.112385674
115	0.111602334
116	0.1106765977
117	0.1101389438
118	0.1093128219
119	0.1085640448
120	0.1079875717
121	0.1074099233
122	0.1064299361
123	0.1056563385
124	0.1048258574
125	0.1041935485
126	0.1038357286
127	0.1029202157
128	0.1024221526
129	0.1018115372
130	0.1014111181
131	0.1002993059
132	0.0996288498
133	0.09909971303
134	0.09836479481
135	0.09774602016
136	0.09730544588
137	0.09678105311
138	0.09595132334
139	0.09508555364
140	0.09429907497
141	0.09378514441
142	0.09286871689
143	0.092375897
144	0.0917409849
145	0.09126413865
146	0.0908544757
147	0.09040691272
148	0.09010731489
149	0.08956152464
150	0.08929161059
151	0.08893352377
152	0.08849995145
153	0.08795473282
154	0.08757026365
155	0.08692750949
156	0.08646112877
157	0.08588282121
158	0.08521519998
159	0.08494459377
160	0.08432176504
161	0.08371331203
162	0.08309885334
163	0.08255506625
164	0.08194812469
165	0.0812678939
166	0.08094016656
167	0.08075109419
168	0.08031335242
169	0.0798359303
170	0.07947336595
171	0.07909605389
172	0.07878889948
173	0.07773307588
174	0.07718336567
175	0.07690585789
176	0.07639343929
177	0.07597658944
178	0.0755331738
179	0.0751306888
180	0.07480125743
181	0.07454193492
182	0.07425446276
183	0.07410208636
184	0.07367468861
185	0.07344633154
186	0.07299038212
187	0.07276233756
188	0.07232579953
189	0.07193881271
190	0.07150247697
191	0.07085755011
192	0.07044014637
193	0.07009523205
194	0.06980601248
195	0.06946723879
196	0.06928315977
197	0.06885331437
198	0.06827173798
199	0.06773267352
200	0.06753371337
201	0.06735382993
202	0.0671731836
203	0.06710136218
204	0.0667599595
205	0.06654269768
206	0.06612753321
207	0.06575826044
208	0.06543439149
209	0.06502746611
210	0.06492151368
211	0.06483179599
212	0.06460572832
213	0.06458971054
214	0.06455727871
215	0.06419282398
216	0.06398173718
217	0.06357877565
218	0.06329685927
219	0.06303207848
220	0.06261596933
221	0.0623370712
222	0.0618111029
223	0.06150177202
224	0.06129971559
225	0.0610179151
226	0.06075664237
227	0.06051223129
228	0.06033833713
229	0.05999319041
230	0.05960663342
231	0.05958145318
232	0.05956908295
233	0.05935655522
234	0.05906651371
235	0.05894777405
236	0.05871586073
237	0.05836827592
238	0.05809385088
239	0.05793469917
240	0.05760237407
241	0.05734666728
242	0.05717547125
243	0.05687375719
244	0.05668001424
245	0.05654618452
246	0.05611768149
247	0.055798967
248	0.05557974234
249	0.05525888285
250	0.05524823812
251	0.05510566744
252	0.05485647352
253	0.0546349241
254	0.05444900953
255	0.05443923355
256	0.05429913305
257	0.05412836944
258	0.05380772119
259	0.05361184842
260	0.05337024987
261	0.05303457112
262	0.05273113903
263	0.0525253374
264	0.0525157933
265	0.05247435087
266	0.05227863896
267	0.05197892407
268	0.05177213024
269	0.05147003724
270	0.05127743703
271	0.05091552473
272	0.05072308333
273	0.05046915701
274	0.05046240894
275	0.05017898142
276	0.04992105345
277	0.04978920782
278	0.04943494004
279	0.04920469544
280	0.04905081265
281	0.04877562442
282	0.04854624066
283	0.0483906522
284	0.04822087058
285	0.04807938412
286	0.04793646021
287	0.04787816206
288	0.04787175772
289	0.04763435066
290	0.04741635933
291	0.04719479851
292	0.0470324071
293	0.04690467642
294	0.04673350184
295	0.04659518979
296	0.04644147541
297	0.0462805302
298	0.04610919227
299	0.04595473842
300	0.04580015882
301	0.04558128525
302	0.04547406219
303	0.04529836711
304	0.04513558701
305	0.04493853931
306	0.0448166531
307	0.04480718105
308	0.04462690932
309	0.04448676395
310	0.04425755336
311	0.04405592779
312	0.04380594248
313	0.04362255966
314	0.0435168597
315	0.04337068203
316	0.04326291826
317	0.04304640251
318	0.04287339769
319	0.04268305168
320	0.04257568187
321	0.04248388142
322	0.04226281446
323	0.04204278783
324	0.04192995248
325	0.04182218463
326	0.04159260849
327	0.04137217482
328	0.04119991715
329	0.04103048503
330	0.04092224637
331	0.04076024804
332	0.04060929342
333	0.04036593366
334	0.04022154193
335	0.04002029897
336	0.03988572849
337	0.0397287903
338	0.03959431834
339	0.03958940445
340	0.03949731243
341	0.03939653659
342	0.03938643349
343	0.03938233684
344	0.03923804322
345	0.03910384554
346	0.03893856955
347	0.03890140129
348	0.03874684423
349	0.03862652286
350	0.03843266648
351	0.03830454751
352	0.03812667151
353	0.03793243283
354	0.03779189831
355	0.03765396371
356	0.03752541419
357	0.03735975038
358	0.03715759718
359	0.03703961197
360	0.03688812123
361	0.03675265492
362	0.03664882991
363	0.03645882042
364	0.03629748432
365	0.03629013391
366	0.0361962532
367	0.03604823072
368	0.03593791088
369	0.03593149259
370	0.03584807337
371	0.03571516447
372	0.03554398391
373	0.03553293143
374	0.03541029772
375	0.03537780402
376	0.03521199386
377	0.03512694025
378	0.03499880115
379	0.0348841164
380	0.03476046821
381	0.03462877255
382	0.03446276894
383	0.03435787233
384	0.03424876951
385	0.03416432672
386	0.03406488829
387	0.03399870613
388	0.03389717508
389	0.03371787521
390	0.03359775322
391	0.03349814648
392	0.03343920446
393	0.03342760156
394	0.03333855524
395	0.03325407984
396	0.03320344814
397	0.03312548087
398	0.03311473834
399	0.03308818517
400	0.03296528739
401	0.03287516783
402	0.03278091084
403	0.03265598972
404	0.03255876072
405	0.03244469046
406	0.03235627651
407	0.03227338094
408	0.03224695173
409	0.03217737725
410	0.03203784106
411	0.0319302124
412	0.03183122474
413	0.03174478978
414	0.03166523932
415	0.03158887098
416	0.03152256823
417	0.03139625748
